submission_id,age,beat,comments,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,response,responseTime,target,variant
18,22,0,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),0,14001,nomappos,A
18,22,1,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),0,11049,know,A
18,22,0,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),0,10551,annoyed,B
18,22,0,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),3,19484,discover,A
18,22,0,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),11,23900,establish,A
18,22,1,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),54,28800,stop,A
18,22,1,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),0,11600,discover,B
18,22,0,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),100,10200,mc,A
18,22,1,"there was a video that mentioned a James but the question underneath it asked about a Jake (or the other way around), not sure if that was intentional",773292,1744820144874,1744819371582,female,German (Korean),0,9134,nomappos,B
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,99,13276,training,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,99,6754,training,B
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,99,6758,know,B
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,99,6279,mc,C
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,99,5430,mc,A
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,1,7546,establish,A
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,0,11024,discover,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,1,7769,nomappos,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,0,6442,stop,B
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,0,7417,nomappos,B
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,0,10099,know,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,1,9447,discover,B
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,99,9489,mc,D
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,1,9863,annoyed,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,0,6418,annoyed,B
19,28,0,,198604,1744824713446,1744824514842,male,Hindi,1,11026,stop,A
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,NA,17107,establish,B
19,28,1,,198604,1744824713446,1744824514842,male,Hindi,99,5581,mc,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,37,21502,training,A
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,14592,training,B
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,9849,annoyed,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,100,14625,mc,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,7,15503,stop,A
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,17245,discover,A
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,11648,stop,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,9616,nomappos,A
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,8831,know,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,6630,know,A
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,8673,establish,B
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,6897,nomappos,B
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,6746,annoyed,A
21,22,0,,301376,1744828680442,1744828379066,female,Persian,0,10658,establish,A
21,22,0,,301376,1744828680442,1744828379066,female,Persian,100,7087,mc,A
21,22,1,,301376,1744828680442,1744828379066,female,Persian,0,8498,discover,B
21,22,0,,301376,1744828680442,1744828379066,female,Persian,100,6205,mc,C
21,22,0,,301376,1744828680442,1744828379066,female,Persian,100,7821,mc,D
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,6,12940,training,A
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,3,12381,training,B
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,6,14217,nomappos,A
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,99,7014,mc,C
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,0,15784,know,A
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,0,9119,establish,A
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,0,8550,establish,B
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,32,13864,stop,A
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,25,8976,stop,B
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,100,7281,mc,B
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,100,6741,mc,D
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,0,7156,know,B
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,0,8185,discover,A
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,5,8426,nomappos,B
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,100,6062,mc,A
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,1,6489,annoyed,A
22,22,0,,242730,1744834742285,1744834499555,male,Portuguese,0,7817,discover,B
22,22,1,,242730,1744834742285,1744834499555,male,Portuguese,0,8509,annoyed,B
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,92,15808,training,A
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,3,12242,training,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,100,10486,mc,C
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,0,9910,stop,A
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,3,12049,annoyed,A
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,23,14522,discover,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,19,7986,annoyed,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,19,9936,nomappos,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,100,6249,mc,B
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,1,8918,establish,A
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,1,9037,know,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,1,13981,discover,A
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,100,9121,mc,A
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,0,11566,nomappos,A
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,99,11988,mc,D
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,0,13005,stop,B
23,26,0,,273987,1744893726525,1744893452538,female,Ukrainian,1,9375,establish,B
23,26,1,,273987,1744893726525,1744893452538,female,Ukrainian,0,7956,know,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",77,15098,training,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",87,7432,training,B
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",75,9884,annoyed,B
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",80,10768,discover,B
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",68,11533,establish,A
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",33,9999,nomappos,B
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",90,6299,mc,C
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",22,13650,know,B
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",77,4601,mc,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",84,5716,stop,B
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",75,5765,discover,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",71,5801,nomappos,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",26,4450,establish,B
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",73,5332,mc,D
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",87,5167,stop,A
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",78,4699,know,A
24,28,1,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",72,5049,annoyed,A
24,28,0,Pls don't judge thyyy,272329,1744896828183,1744896555854,female,"German, Algerian Arabic",70,4383,mc,B
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,28651,training,B
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,18120,training,A
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,16667,nomappos,B
25,21,1,,294760,1744921108222,1744920813462,male,Russian,100,13600,mc,B
25,21,0,,294760,1744921108222,1744920813462,male,Russian,100,15350,mc,A
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,28902,stop,B
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,12368,annoyed,A
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,21212,nomappos,A
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,18295,mc,D
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,13294,discover,A
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,14172,establish,A
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,11699,stop,A
25,21,0,,294760,1744921108222,1744920813462,male,Russian,100,9632,mc,C
25,21,1,,294760,1744921108222,1744920813462,male,Russian,0,9825,know,B
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,9074,discover,B
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,10841,know,A
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,8306,annoyed,B
25,21,0,,294760,1744921108222,1744920813462,male,Russian,0,11079,establish,B
27,21,1,,173129,1745067895812,1745067722683,male,English,14,13891,training,A
27,21,1,,173129,1745067895812,1745067722683,male,English,4,7433,training,B
27,21,0,,173129,1745067895812,1745067722683,male,English,9,8568,discover,B
27,21,1,,173129,1745067895812,1745067722683,male,English,4,17282,stop,B
27,21,1,,173129,1745067895812,1745067722683,male,English,2,6658,nomappos,B
27,21,0,,173129,1745067895812,1745067722683,male,English,2,7187,nomappos,A
27,21,0,,173129,1745067895812,1745067722683,male,English,96,6839,mc,D
27,21,1,,173129,1745067895812,1745067722683,male,English,92,12215,establish,A
27,21,1,,173129,1745067895812,1745067722683,male,English,4,6402,annoyed,B
27,21,0,,173129,1745067895812,1745067722683,male,English,94,5295,mc,A
27,21,0,,173129,1745067895812,1745067722683,male,English,94,10740,establish,B
27,21,0,,173129,1745067895812,1745067722683,male,English,5,5386,annoyed,A
27,21,0,,173129,1745067895812,1745067722683,male,English,3,7064,stop,A
27,21,0,,173129,1745067895812,1745067722683,male,English,96,4895,mc,C
27,21,1,,173129,1745067895812,1745067722683,male,English,97,5586,mc,B
27,21,1,,173129,1745067895812,1745067722683,male,English,2,6800,know,B
27,21,0,,173129,1745067895812,1745067722683,male,English,3,9376,know,A
27,21,1,,173129,1745067895812,1745067722683,male,English,4,6858,discover,A
30,23,1,,329229,1745073279775,1745072950546,female,German,NA,22768,training,A
30,23,1,,329229,1745073279775,1745072950546,female,German,0,16223,training,B
30,23,1,,329229,1745073279775,1745072950546,female,German,100,8297,mc,C
30,23,1,,329229,1745073279775,1745072950546,female,German,0,12997,discover,B
30,23,0,,329229,1745073279775,1745072950546,female,German,67,22326,nomappos,A
30,23,0,,329229,1745073279775,1745072950546,female,German,100,8408,mc,B
30,23,0,,329229,1745073279775,1745072950546,female,German,4,12423,annoyed,B
30,23,0,,329229,1745073279775,1745072950546,female,German,0,12732,know,A
30,23,0,,329229,1745073279775,1745072950546,female,German,19,14623,discover,A
30,23,1,,329229,1745073279775,1745072950546,female,German,0,11159,stop,B
30,23,0,,329229,1745073279775,1745072950546,female,German,13,17691,stop,A
30,23,1,,329229,1745073279775,1745072950546,female,German,0,8098,know,B
30,23,1,,329229,1745073279775,1745072950546,female,German,79,11082,establish,A
30,23,0,,329229,1745073279775,1745072950546,female,German,29,18307,establish,B
30,23,0,,329229,1745073279775,1745072950546,female,German,100,7772,mc,A
30,23,1,,329229,1745073279775,1745072950546,female,German,0,18603,nomappos,B
30,23,0,,329229,1745073279775,1745072950546,female,German,100,7945,mc,D
30,23,1,,329229,1745073279775,1745072950546,female,German,0,10989,annoyed,A
31,20,1,,524129,1745106164003,1745105639874,female,Korean,80,30450,training,A
31,20,1,,524129,1745106164003,1745105639874,female,Korean,0,39925,training,B
31,20,1,,524129,1745106164003,1745105639874,female,Korean,3,24688,mc,B
31,20,0,,524129,1745106164003,1745105639874,female,Korean,64,33397,discover,B
31,20,1,,524129,1745106164003,1745105639874,female,Korean,16,22234,stop,A
31,20,1,,524129,1745106164003,1745105639874,female,Korean,92,35997,discover,A
31,20,1,,524129,1745106164003,1745105639874,female,Korean,6,53537,annoyed,A
31,20,0,,524129,1745106164003,1745105639874,female,Korean,99,18541,mc,D
31,20,0,,524129,1745106164003,1745105639874,female,Korean,4,14880,mc,A
31,20,1,,524129,1745106164003,1745105639874,female,Korean,12,27376,nomappos,B
31,20,1,,524129,1745106164003,1745105639874,female,Korean,8,21050,know,B
31,20,0,,524129,1745106164003,1745105639874,female,Korean,99,14647,mc,C
31,20,0,,524129,1745106164003,1745105639874,female,Korean,83,60639,stop,B
31,20,0,,524129,1745106164003,1745105639874,female,Korean,0,23318,know,A
31,20,0,,524129,1745106164003,1745105639874,female,Korean,3,20444,nomappos,A
31,20,0,,524129,1745106164003,1745105639874,female,Korean,4,31728,annoyed,B
31,20,0,,524129,1745106164003,1745105639874,female,Korean,17,17113,establish,B
31,20,1,,524129,1745106164003,1745105639874,female,Korean,1,13134,establish,A
20,24,1,,218529,1744825592454,1744825373925,female,German,1,19663,training,A
20,24,1,,218529,1744825592454,1744825373925,female,German,1,11740,training,B
20,24,0,,218529,1744825592454,1744825373925,female,German,1,6519,know,A
20,24,1,,218529,1744825592454,1744825373925,female,German,99,21050,establish,A
20,24,0,,218529,1744825592454,1744825373925,female,German,94,13486,establish,B
20,24,0,,218529,1744825592454,1744825373925,female,German,1,8062,nomappos,A
20,24,1,,218529,1744825592454,1744825373925,female,German,1,7064,nomappos,B
20,24,1,,218529,1744825592454,1744825373925,female,German,1,9281,annoyed,B
20,24,1,,218529,1744825592454,1744825373925,female,German,1,9746,stop,A
20,24,0,,218529,1744825592454,1744825373925,female,German,99,7487,mc,C
20,24,0,,218529,1744825592454,1744825373925,female,German,97,5238,mc,A
20,24,1,,218529,1744825592454,1744825373925,female,German,99,7072,mc,B
20,24,0,,218529,1744825592454,1744825373925,female,German,2,6592,stop,B
20,24,0,,218529,1744825592454,1744825373925,female,German,2,7406,discover,B
20,24,0,,218529,1744825592454,1744825373925,female,German,96,8693,mc,D
20,24,1,,218529,1744825592454,1744825373925,female,German,2,7720,discover,A
20,24,0,,218529,1744825592454,1744825373925,female,German,0,7036,annoyed,A
20,24,1,,218529,1744825592454,1744825373925,female,German,1,5891,know,B
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,23245,training,A
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",100,11528,training,B
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",99,25498,nomappos,A
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",0,14603,discover,A
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",100,8294,mc,A
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",0,11022,know,A
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,12318,establish,A
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",100,7230,mc,B
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",0,11227,stop,A
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,19348,stop,B
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",100,10245,mc,C
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",100,13936,nomappos,B
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,7399,annoyed,A
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",0,11698,establish,B
26,22,0,,271394,1744960567715,1744960296321,male,"German, Korean",0,7503,annoyed,B
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,8019,discover,B
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",100,6086,mc,D
26,22,1,,271394,1744960567715,1744960296321,male,"German, Korean",0,9723,know,B
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,88,29483,training,B
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,0,20551,training,A
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,99,16184,mc,C
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,0,20784,know,A
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,1,26432,stop,B
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,100,13554,mc,B
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,1,13550,nomappos,B
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,0,24247,annoyed,B
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,NA,23950,establish,B
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,0,18617,nomappos,A
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,1,13149,know,B
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,0,13257,stop,A
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,28,18193,discover,B
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,100,14699,mc,A
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,17,15800,discover,A
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,13,14236,establish,A
28,19,0,,402987,1745068168560,1745067765573,female,Albanian,0,11779,annoyed,A
28,19,1,,402987,1745068168560,1745067765573,female,Albanian,100,12936,mc,D
29,18,1,,455023,1745073166055,1745072711032,female,German,14,26786,training,A
29,18,1,,455023,1745073166055,1745072711032,female,German,5,15653,training,B
29,18,0,,455023,1745073166055,1745072711032,female,German,32,21980,annoyed,B
29,18,1,,455023,1745073166055,1745072711032,female,German,16,14473,discover,B
29,18,0,,455023,1745073166055,1745072711032,female,German,11,14367,nomappos,A
29,18,1,,455023,1745073166055,1745072711032,female,German,8,10991,know,B
29,18,1,,455023,1745073166055,1745072711032,female,German,100,15443,mc,B
29,18,1,,455023,1745073166055,1745072711032,female,German,10,11915,establish,B
29,18,0,,455023,1745073166055,1745072711032,female,German,100,15404,mc,D
29,18,0,,455023,1745073166055,1745072711032,female,German,0,22139,know,A
29,18,0,,455023,1745073166055,1745072711032,female,German,100,10656,mc,A
29,18,0,,455023,1745073166055,1745072711032,female,German,100,11935,mc,C
29,18,1,,455023,1745073166055,1745072711032,female,German,70,54249,stop,A
29,18,1,,455023,1745073166055,1745072711032,female,German,11,34058,nomappos,B
29,18,0,,455023,1745073166055,1745072711032,female,German,8,11516,establish,A
29,18,1,,455023,1745073166055,1745072711032,female,German,0,17801,annoyed,A
29,18,0,,455023,1745073166055,1745072711032,female,German,10,20657,discover,A
29,18,0,,455023,1745073166055,1745072711032,female,German,30,29955,stop,B
32,22,1,,470142,1745137325237,1745136855095,female,Russian,13,19741,training,B
32,22,1,,470142,1745137325237,1745136855095,female,Russian,21,9286,training,A
32,22,0,,470142,1745137325237,1745136855095,female,Russian,15,7963,stop,A
32,22,0,,470142,1745137325237,1745136855095,female,Russian,67,6533,nomappos,B
32,22,1,,470142,1745137325237,1745136855095,female,Russian,11,13806,stop,B
32,22,0,,470142,1745137325237,1745136855095,female,Russian,6,8633,know,B
32,22,1,,470142,1745137325237,1745136855095,female,Russian,25,6938,discover,B
32,22,0,,470142,1745137325237,1745136855095,female,Russian,97,12378,mc,B
32,22,0,,470142,1745137325237,1745136855095,female,Russian,13,8770,discover,A
32,22,1,,470142,1745137325237,1745136855095,female,Russian,73,6421,nomappos,A
32,22,1,,470142,1745137325237,1745136855095,female,Russian,39,235567,know,A
32,22,0,,470142,1745137325237,1745136855095,female,Russian,26,11555,establish,B
32,22,0,,470142,1745137325237,1745136855095,female,Russian,100,5398,mc,A
32,22,1,,470142,1745137325237,1745136855095,female,Russian,100,5961,mc,D
32,22,0,,470142,1745137325237,1745136855095,female,Russian,100,10042,mc,C
32,22,0,,470142,1745137325237,1745136855095,female,Russian,9,5500,annoyed,A
32,22,1,,470142,1745137325237,1745136855095,female,Russian,9,10758,establish,A
32,22,1,,470142,1745137325237,1745136855095,female,Russian,2,11110,annoyed,B
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,21048,training,A
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,7923,training,B
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,7492,establish,A
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,9075,nomappos,B
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,13774,stop,A
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,100,6063,mc,A
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,100,7013,mc,C
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,7869,know,B
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,11307,discover,A
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,7091,nomappos,A
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,100,6018,mc,B
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,6447,know,A
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,7445,annoyed,A
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,7922,discover,B
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,100,6451,mc,D
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,6217,annoyed,B
33,22,0,,268337,1745140178770,1745139910433,female,Slovene,0,10318,stop,B
33,22,1,,268337,1745140178770,1745139910433,female,Slovene,0,6697,establish,B
35,21,1,,239437,1745159029920,1745158790483,female,English,1,25482,training,A
35,21,1,,239437,1745159029920,1745158790483,female,English,0,8749,training,B
35,21,1,,239437,1745159029920,1745158790483,female,English,0,8733,nomappos,B
35,21,0,,239437,1745159029920,1745158790483,female,English,100,8116,mc,D
35,21,1,,239437,1745159029920,1745158790483,female,English,1,6534,know,B
35,21,1,,239437,1745159029920,1745158790483,female,English,78,15516,establish,A
35,21,0,,239437,1745159029920,1745158790483,female,English,77,10815,establish,B
35,21,0,,239437,1745159029920,1745158790483,female,English,1,6551,nomappos,A
35,21,0,,239437,1745159029920,1745158790483,female,English,0,9150,discover,A
35,21,1,,239437,1745159029920,1745158790483,female,English,99,10216,mc,C
35,21,0,,239437,1745159029920,1745158790483,female,English,1,6911,know,A
35,21,0,,239437,1745159029920,1745158790483,female,English,0,13205,stop,A
35,21,0,,239437,1745159029920,1745158790483,female,English,99,8216,mc,A
35,21,0,,239437,1745159029920,1745158790483,female,English,1,6882,annoyed,B
35,21,1,,239437,1745159029920,1745158790483,female,English,1,8768,annoyed,A
35,21,1,,239437,1745159029920,1745158790483,female,English,93,14515,stop,B
35,21,1,,239437,1745159029920,1745158790483,female,English,0,7870,discover,B
35,21,0,,239437,1745159029920,1745158790483,female,English,99,6065,mc,B
36,22,1,,203994,1745160151725,1745159947731,female,Korean,0,12730,training,B
36,22,1,,203994,1745160151725,1745159947731,female,Korean,100,13262,training,A
36,22,1,,203994,1745160151725,1745159947731,female,Korean,0,10589,know,B
36,22,1,,203994,1745160151725,1745159947731,female,Korean,100,13425,nomappos,A
36,22,1,,203994,1745160151725,1745159947731,female,Korean,0,8592,stop,B
36,22,0,,203994,1745160151725,1745159947731,female,Korean,0,7514,stop,A
36,22,1,,203994,1745160151725,1745159947731,female,Korean,0,8869,annoyed,B
36,22,0,,203994,1745160151725,1745159947731,female,Korean,NA,13177,nomappos,B
36,22,1,,203994,1745160151725,1745159947731,female,Korean,15,12348,establish,A
36,22,0,,203994,1745160151725,1745159947731,female,Korean,100,5888,mc,A
